id,chunk_text,ticket_subject,ticket_type,ticket_priority,ticket_channel,ticket_status,product_purchased,date_ts,customer_satisfaction_rating,age_band,issue_family,issue_severity,needs_immediate_attention
2690,Payment method. I need to update my credit card on file for Amazon Echo. My old card expired and the portal gives me an error when I try to add the new one,Payment method,Billing inquiry,Medium,Phone,Open,Samsung Galaxy S23,1712707200,5,65+,billing,normal,false
7760,"Minor dissatisfaction. I am mostly happy with Autodesk AutoCAD but one feature does not work quite as I expected. I am not looking for a full refund, just wondering if any partial credit is possible",Minor dissatisfaction,Refund request,Low,Web,Closed,Sony WH-1000XM5,1709596800,1,55-64,refund,low,false
7196,Partial refund. I only used Autodesk AutoCAD for 7 days before switching to something else. I would like to request a partial refund for the unused portion of my subscription,Partial refund,Refund request,Medium,Chat,Pending Customer Response,GoPro Hero,1730419200,5,55-64,refund,normal,false
3310,Emergency termination. Please cancel all Sony WH-1000XM5 subscriptions on my account immediately. We have a security issue and need to shut everything down today without delay,Emergency termination,Cancellation request,Critical,Web,Closed,GoPro Hero,1709596800,1,65+,cancellation,urgent,true
1587,Large unauthorized charge. There is a charge of $499.99 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Email,Pending Customer Response,Autodesk AutoCAD,1709596800,4,35-44,billing,urgent,true
6541,Months of wrong charges. I have been incorrectly charged for Sony WH-1000XM5 for 6 months without realizing it. The total is $749.99. I need a full refund of all these charges,Months of wrong charges,Refund request,Critical,Social media,Closed,Apple MacBook Pro,1712707200,1,18-24,refund,urgent,true
1616,Large unauthorized charge. There is a charge of $1299.00 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Phone,Closed,Adobe Creative Cloud,1705276800,5,45-54,billing,urgent,true
2035,Wrong amount billed. My invoice shows $49.99 but my contract says $39.99 per month. This has been wrong for 2 months. I need the overcharges corrected,Wrong amount billed,Billing inquiry,High,Email,Closed,Fitbit Charge 6,1705276800,4,45-54,billing,urgent,false
6736,Not as described. The Dell XPS Laptop I received is significantly different from what was advertised on the website. Key features are missing and I want a full refund of $79.00,Not as described,Refund request,High,Social media,Pending Customer Response,Adobe Creative Cloud,1712707200,2,65+,refund,urgent,false
6626,Months of wrong charges. I have been incorrectly charged for Autodesk AutoCAD for 2 months without realizing it. The total is $1299.00. I need a full refund of all these charges,Months of wrong charges,Refund request,Critical,Social media,Pending Customer Response,GoPro Hero,1708387200,4,35-44,refund,urgent,true
2761,"Receipt copy. Could I get a copy of my Samsung Galaxy S23 receipt from 2024-02-20 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Social media,Closed,Amazon Echo,1712707200,2,55-64,billing,low,false
182,Security breach. We detected unauthorized access on our HP LaserJet Printer system. Someone logged in from an unknown location 10 hours ago. We need this investigated immediately,Security breach,Technical issue,Critical,Social media,Closed,LG Smart TV,1709596800,3,25-34,technical,urgent,true
4504,"Pause inquiry. Rather than cancelling, I was wondering if I can pause my Sony WH-1000XM5 subscription for a couple of months while I am on holiday. Is that an option?",Pause inquiry,Cancellation request,Low,Email,Open,Samsung Galaxy S23,1712707200,1,35-44,cancellation,low,false
7771,"Minor dissatisfaction. I am mostly happy with iPhone 15 but one feature does not work quite as I expected. I am not looking for a full refund, just wondering if any partial credit is possible",Minor dissatisfaction,Refund request,Low,Chat,Pending Customer Response,Samsung Galaxy S23,1712707200,5,55-64,refund,low,false
7812,Overcharge query. I noticed my LG Smart TV bill was $29.99 higher than expected this month. I am not sure if this is an error or if there is a legitimate reason for the increase. Could you look into it?,Overcharge query,Billing inquiry,Medium,Web,Open,Nintendo Switch,1708387200,5,55-64,billing,normal,false
1321,Minor preference. The default font size in Dell XPS Laptop seems a bit small to me. I know I can change it in settings but wanted to mention it as feedback. Not urgent,Minor preference,Technical issue,Low,Email,Closed,Nintendo Switch,1709596800,4,65+,technical,low,false
7250,Partial refund. I only used Fitbit Charge 6 for 10 days before switching to something else. I would like to request a partial refund for the unused portion of my subscription,Partial refund,Refund request,Medium,Phone,Closed,Nintendo Switch,1708387200,4,25-34,refund,normal,false
6400,Multiple unauthorized charges. I found 7 unauthorized charges for Dell XPS Laptop on my account totaling $999.00. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Email,Pending Customer Response,HP LaserJet Printer,1709596800,4,35-44,refund,urgent,true
3481,Stop all charges. Please stop all charges to my account for GoPro Hero immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Social media,Pending Customer Response,GoPro Hero,1730419200,,45-54,cancellation,urgent,true
7526,Old purchase query. I bought HP LaserJet Printer a while back and never really got around to using it. I know I am probably outside the return window but wanted to ask just in case,Old purchase query,Refund request,Low,Chat,Open,Autodesk AutoCAD,1730419200,1,25-34,refund,low,false
6392,Multiple unauthorized charges. I found 14 unauthorized charges for Google Pixel 8 on my account totaling $999.00. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Phone,Closed,Dell XPS Laptop,1730419200,,25-34,refund,urgent,true
2754,"Receipt copy. Could I get a copy of my Dell XPS Laptop receipt from 2024-02-20 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Chat,Closed,Samsung Galaxy S23,1709596800,3,35-44,billing,low,false
3967,Standard cancellation. I would like to cancel my Adobe Creative Cloud subscription at the end of this billing period. I no longer need the service and want to stop the monthly charge,Standard cancellation,Cancellation request,Medium,Chat,Open,HP LaserJet Printer,1705276800,5,18-24,cancellation,normal,false
1198,"Cosmetic glitch. I noticed the icon for Adobe Creative Cloud looks slightly pixelated on my desktop. Everything works perfectly fine, just does not look great. No rush on this at all",Cosmetic glitch,Technical issue,Low,Phone,Open,Google Pixel 8,1712707200,3,18-24,technical,low,false
1431,Documentation unclear. The help documentation for Microsoft Office 365 advanced settings is a bit confusing. I figured it out eventually but thought you should know. No urgency,Documentation unclear,Technical issue,Low,Chat,Pending Customer Response,Nintendo Switch,1730419200,5,45-54,technical,low,false
1576,Large unauthorized charge. There is a charge of $749.99 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Email,Open,Google Pixel 8,1730419200,1,35-44,billing,urgent,true
5680,Warranty inquiry. I would like to understand the warranty terms for Fitbit Charge 6 before I decide to purchase. What is covered and for how long?,Warranty inquiry,Product inquiry,Medium,Chat,Open,iPhone 15,1705276800,,65+,product,normal,false
6351,Multiple unauthorized charges. I found 14 unauthorized charges for Amazon Echo on my account totaling $749.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Social media,Pending Customer Response,Dell XPS Laptop,1708387200,1,35-44,refund,urgent,true
6668,Defective product. My Nintendo Switch stopped working after just 7 days of normal use. It is clearly defective and I would like a full refund of $79.00 please,Defective product,Refund request,High,Web,Open,Autodesk AutoCAD,1712707200,1,35-44,refund,urgent,false
7785,"Minor dissatisfaction. I am mostly happy with Google Pixel 8 but one feature does not work quite as I expected. I am not looking for a full refund, just wondering if any partial credit is possible",Minor dissatisfaction,Refund request,Low,Phone,Open,Autodesk AutoCAD,1709596800,4,65+,refund,low,false
4406,Future cancel inquiry. I am thinking about cancelling my iPhone 15 subscription at some point in the next few months. Can you let me know what the process involves?,Future cancel inquiry,Cancellation request,Low,Phone,Pending Customer Response,Fitbit Charge 6,1709596800,5,35-44,cancellation,low,false
42,System outage. Our entire Apple MacBook Pro system is completely down. All 10 users cannot access anything and we are losing business every minute. Nothing is working at all,System outage,Technical issue,Critical,Social media,Closed,HP LaserJet Printer,1730419200,3,18-24,technical,urgent,true
2358,Invoice needed. I need an official invoice for my Microsoft Office 365 purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Phone,Closed,Autodesk AutoCAD,1708387200,3,35-44,billing,normal,false
